username,title,location,ID de la respuesta,Pregunta,Respuesta,Respuesta Correcta,block_key,state
Maritza,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@750fc3b10d0949b097b62e437ce44c96,"{""student_answer"": ""gvgvfcfdfxdxhfg"", ""score"": 1.0, ""count_attempts"": 1}"
ricardof,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@750fc3b10d0949b097b62e437ce44c96,"{""count_attempts"": 1, ""score"": 1.0, ""student_answer"": ""slslsls jskasd""}"
dancurimil,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@750fc3b10d0949b097b62e437ce44c96,"{""student_answer"": ""sdfsfsdfdsf"", ""score"": 1.0, ""count_attempts"": 1}"
ThomasPM,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@94448b8a564c4216ba48718c5599cdff,"{""attempts"": 2, ""score"": 0.75, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""falso"", ""4"": ""verdadero""}, ""respondido"": true}"
flavio,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@94448b8a564c4216ba48718c5599cdff,"{""attempts"": 1, ""score"": 1.0, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""falso"", ""4"": ""falso""}, ""respondido"": true}"
Maritza,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@94448b8a564c4216ba48718c5599cdff,"{""attempts"": 2, ""score"": 0.75, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""falso"", ""4"": ""verdadero""}, ""respondido"": true}"
ricardof,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@94448b8a564c4216ba48718c5599cdff,"{""attempts"": 1, ""score"": 1.0, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""falso"", ""4"": ""falso""}, ""respondido"": true}"
dancurimil,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@94448b8a564c4216ba48718c5599cdff,"{""attempts"": 2, ""score"": 0.5, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""verdadero"", ""4"": ""verdadero""}, ""respondido"": true}"
ThomasPM,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,68a495d722ff4e80a95568ea86725992_2_1,Pregunta 1,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""correct_map"": {""68a495d722ff4e80a95568ea86725992_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}, ""last_submission_time"": ""2020-01-15T21:40:16Z"", ""attempts"": 2, ""score"": {""raw_possible"": 1, ""raw_earned"": 1}, ""done"": true, ""student_answers"": {""68a495d722ff4e80a95568ea86725992_2_1"": ""choice_1""}, ""seed"": 1}"
jromo,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}}"
UsuarioPruebaCMMEDU,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}}"
Camila_Brito,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}}"
ricardos,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}}"
Caro_Ticona,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}}"
flavio,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,68a495d722ff4e80a95568ea86725992_2_1,Pregunta 1,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""correct_map"": {""68a495d722ff4e80a95568ea86725992_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}, ""last_submission_time"": ""2020-01-10T13:40:21Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""68a495d722ff4e80a95568ea86725992_2_1"": ""choice_1""}, ""seed"": 1}"
Maritza,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}}"
ricardof,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,68a495d722ff4e80a95568ea86725992_2_1,Pregunta 1,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""correct_map"": {""68a495d722ff4e80a95568ea86725992_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}, ""last_submission_time"": ""2019-12-30T19:20:46Z"", ""has_saved_answers"": false, ""attempts"": 2, ""score"": {""raw_possible"": 1, ""raw_earned"": 1}, ""done"": true, ""student_answers"": {""68a495d722ff4e80a95568ea86725992_2_1"": ""choice_1""}, ""seed"": 1}"
dancurimil,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > Multiple Choice,68a495d722ff4e80a95568ea86725992_2_1,Pregunta 1,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,b) Lanzar tres dardos al tablero y registrar a quién pertenece el que queda más cerca del centro.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@68a495d722ff4e80a95568ea86725992,"{""correct_map"": {""68a495d722ff4e80a95568ea86725992_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""68a495d722ff4e80a95568ea86725992_2_1"": {}}, ""last_submission_time"": ""2020-01-29T04:32:38Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""68a495d722ff4e80a95568ea86725992_2_1"": ""choice_1""}, ""seed"": 1}"
Maritza,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@9fb9b7d126f24d48b4d217aedfdb8e2f,"{""student_answer"": ""gvgcfcgjvjhvjvjhvjhvjvjhvjhvjh"", ""score"": 1.0, ""count_attempts"": 1}"
ricardof,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@9fb9b7d126f24d48b4d217aedfdb8e2f,"{""student_answer"": ""Incide porque senaslkdnasd"", ""score"": 1.0, ""count_attempts"": 1}"
dancurimil,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@9fb9b7d126f24d48b4d217aedfdb8e2f,"{""student_answer"": ""dsfdsfsdfsdfdsf"", ""score"": 1.0, ""count_attempts"": 1}"
ThomasPM,Text Input,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #2 > Text Input,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@7d8d873f509e469dbb0e2996b01f7a3c,"{""score"": {""raw_earned"": 0, ""raw_possible"": 6}, ""seed"": 1, ""input_state"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {}}}"
jromo,Text Input,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #2 > Text Input,7d8d873f509e469dbb0e2996b01f7a3c_4_1,Pregunta 3,8,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@7d8d873f509e469dbb0e2996b01f7a3c,"{""correct_map"": {""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {}}, ""last_submission_time"": ""2020-01-02T19:39:03Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": ""8"", ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": ""2"", ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": ""9""}, ""seed"": 1}"
jromo,Text Input,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #2 > Text Input,7d8d873f509e469dbb0e2996b01f7a3c_3_1,Pregunta 2,1,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@7d8d873f509e469dbb0e2996b01f7a3c,"{""correct_map"": {""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {}}, ""last_submission_time"": ""2020-01-02T19:39:03Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": ""8"", ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": ""2"", ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": ""9""}, ""seed"": 1}"
jromo,Text Input,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #2 > Text Input,7d8d873f509e469dbb0e2996b01f7a3c_7_1,Pregunta 6,2,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@7d8d873f509e469dbb0e2996b01f7a3c,"{""correct_map"": {""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {}}, ""last_submission_time"": ""2020-01-02T19:39:03Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": ""8"", ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": ""2"", ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": ""9""}, ""seed"": 1}"
jromo,Text Input,Taller 1: Nociones de probabilidad > Actividad 2: Realizando un experimento aleatorio > Realizando un experimento aleatorio #2 > Text Input,7d8d873f509e469dbb0e2996b01f7a3c_2_1,Pregunta 1,1,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@7d8d873f509e469dbb0e2996b01f7a3c,"{""correct_map"": {""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": {}, ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": {}}, ""last_submission_time"": ""2020-01-02T19:39:03Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""7d8d873f509e469dbb0e2996b01f7a3c_4_1"": ""8"", ""7d8d873f509e469dbb0e2996b01f7a3c_3_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_7_1"": ""2"", ""7d8d873f509e469dbb0e2996b01f7a3c_2_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_5_1"": ""1"", ""7d8d873f509e469dbb0e2996b01f7a3c_6_1"": ""9""}, ""seed"": 1}"
